LLAMA3-8B	GT	LLAMA3-8B-Article-model
CWE-269	CWE-250	CWE-269
CWE-264	CWE-79	CWE-264
CWE-601	CWE-416	CWE-601
CWE-284	CWE-20	CWE-284
CWE-80	CWE-732	CWE-732
CWE-94	CWE-306	CWE-94
CWE-269	CWE-362	CWE-269
CWE-699	CWE-416	CWE-699
CWE-312	CWE-191	CWE-191
CWE-1196	CWE-197	CWE-1196
CWE-78	CWE-125	CWE-78
CWE-269	CWE-20	CWE-269
CWE-534	CWE-209	CWE-534
CWE-200	CWE-125	CWE-200
CWE-400	CWE-20	CWE-400
CWE-200	CWE-20	CWE-200
CWE-200	CWE-122	CWE-200
CWE-269	CWE-502	CWE-502
CWE-393	CWE-20	CWE-393
CWE-502	CWE-200	CWE-200
CWE-94	CWE-77	CWE-94
CWE-400	CWE-36	CWE-400
CWE-287	CWE-269	CWE-287
CWE-200	CWE-426	CWE-200
CWE-264	CWE-416	CWE-264
CWE-269	CWE-79	CWE-269
CWE-74	CWE-79	CWE-79
CWE-259	CWE-59	CWE-259
CWE-80	CWE-79	CWE-80
CWE-352	CWE-122	CWE-352
CWE-269	CWE-122	CWE-269
CWE-80	CWE-416	CWE-416
CWE-264	CWE-122	CWE-264
CWE-94	CWE-416	CWE-416
CWE-94	CWE-122	CWE-94
CWE-674	CWE-357	CWE-357
CWE-78	CWE-122	CWE-78
CWE-266	CWE-822	CWE-266
CWE-384	CWE-416	CWE-384
CWE-269	CWE-352	CWE-352
CWE-259	CWE-126	CWE-259
CWE-20	CWE-122	CWE-20
CWE-352	CWE-400	CWE-400
CWE-264	CWE-125	CWE-264
CWE-119	CWE-125	CWE-119
CWE-400	CWE-122	CWE-400
CWE-400	CWE-822	CWE-400
CWE-400	CWE-122	CWE-122
CWE-264	CWE-122	CWE-264
CWE-269	CWE-122	CWE-269
CWE-776	CWE-79	CWE-776
CWE-400	CWE-190	CWE-400
CWE-78	CWE-94	CWE-78
CWE-80	CWE-197	CWE-80
CWE-94	CWE-122	CWE-94
CWE-252	CWE-122	CWE-252
CWE-434	CWE-591	CWE-434
CWE-110	CWE-476	CWE-110
CWE-269	CWE-843	CWE-269
CWE-269	CWE-122	CWE-122
CWE-400	CWE-122	CWE-122
CWE-78	CWE-122	CWE-78
CWE-264	CWE-122	CWE-264
CWE-94	CWE-367	CWE-94
CWE-94	CWE-843	CWE-94
CWE-95	CWE-284	CWE-95
CWE-254	CWE-122	CWE-122
CWE-264	CWE-122	CWE-264
CWE-269	CWE-122	CWE-269
CWE-798	CWE-122	CWE-798
CWE-800	CWE-122	CWE-800
CWE-937	CWE-122	CWE-122
CWE-94	CWE-367	CWE-94
CWE-20	CWE-190	CWE-20
CWE-264	CWE-122	CWE-264
CWE-264	CWE-20	CWE-264
CWE-502	CWE-416	CWE-502
CWE-269	CWE-284	CWE-269
CWE-200	CWE-197	CWE-200
CWE-78	CWE-94	CWE-78
CWE-665	CWE-190	CWE-190
CWE-522	CWE-200	CWE-522
CWE-78	CWE-352	CWE-78
CWE-190	CWE-942	CWE-190
CWE-200	CWE-347	CWE-200
CWE-345	CWE-416	CWE-345
CWE-200	CWE-416	CWE-200
CWE-523	CWE-400	CWE-400
CWE-74	CWE-357	CWE-74
CWE-269	CWE-20	CWE-269
CWE-400	CWE-79	CWE-400
CWE-266	CWE-287	CWE-266
CWE-269	CWE-197	CWE-269
CWE-80	CWE-400	CWE-80
CWE-269	CWE-79	CWE-269
CWE-78	CWE-79	CWE-78
CWE-400	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-668	CWE-59	CWE-668
CWE-80	CWE-122	CWE-80
CWE-384	CWE-416	CWE-384
CWE-266	CWE-22	CWE-266
CWE-89	CWE-284	CWE-89
CWE-264	CWE-285	CWE-264
CWE-259	CWE-552	CWE-259
CWE-285	CWE-476	CWE-285
CWE-248	CWE-591	CWE-248
CWE-269	CWE-319	CWE-269
CWE-400	CWE-416	CWE-400
CWE-264	CWE-835	CWE-264
CWE-285	CWE-416	CWE-285
CWE-264	CWE-287	CWE-264
CWE-400	CWE-453	CWE-400
CWE-78	CWE-693	CWE-78
CWE-693	CWE-20	CWE-693
CWE-264	CWE-122	CWE-264
CWE-330	CWE-122	CWE-330
CWE-78	CWE-862	CWE-78
CWE-89	CWE-284	CWE-89
CWE-78	CWE-79	CWE-78
CWE-264	CWE-190	CWE-264
CWE-269	CWE-693	CWE-693
CWE-80	CWE-284	CWE-80
CWE-918	CWE-122	CWE-918
CWE-209	CWE-416	CWE-209
CWE-269	CWE-287	CWE-269
CWE-798	CWE-190	CWE-798
CWE-269	CWE-197	CWE-269
CWE-264	CWE-125	CWE-264
CWE-94	CWE-732	CWE-94
CWE-665	CWE-59	CWE-59
CWE-269	CWE-367	CWE-269
CWE-416	CWE-197	CWE-416
CWE-264	CWE-426	CWE-264
CWE-269	CWE-284	CWE-269
CWE-269	CWE-416	CWE-269
CWE-245	CWE-369	CWE-245
CWE-263	CWE-416	CWE-263
CWE-269	CWE-197	CWE-269
CWE-400	CWE-190	CWE-400
CWE-269	CWE-170	CWE-269
CWE-264	CWE-416	CWE-264
CWE-78	CWE-190	CWE-78
CWE-269	CWE-415	CWE-269
CWE-269	CWE-591	CWE-269
CWE-264	CWE-59	CWE-264
CWE-269	CWE-20	CWE-20
CWE-267	CWE-122	CWE-122
CWE-269	CWE-79	CWE-269
CWE-200	CWE-190	CWE-190
CWE-78	CWE-197	CWE-78
CWE-80	CWE-20	CWE-80
CWE-94	CWE-20	CWE-94
CWE-820	CWE-680	CWE-820
CWE-1344	CWE-126	CWE-1344
CWE-805	CWE-125	CWE-805
CWE-248	CWE-125	CWE-248
CWE-200	CWE-79	CWE-200
CWE-200	CWE-330	CWE-200
CWE-200	CWE-415	CWE-200
CWE-80	CWE-125	CWE-80
CWE-319	CWE-120	CWE-319
CWE-119	CWE-125	CWE-119
CWE-400	CWE-191	CWE-400
CWE-122	CWE-416	CWE-122
CWE-120	CWE-787	CWE-120
CWE-116	CWE-89	CWE-116
CWE-410	CWE-680	CWE-410
CWE-416	CWE-416	CWE-416
CWE-89	CWE-416	CWE-416
CWE-405	CWE-20	CWE-405
CWE-805	CWE-121	CWE-121
CWE-119	CWE-823	CWE-823
CWE-119	CWE-20	CWE-119
CWE-126	CWE-126	CWE-126
CWE-119	CWE-704	CWE-119
CWE-120	CWE-434	CWE-120
CWE-400	CWE-120	CWE-400
CWE-400	CWE-119	CWE-400
CWE-434	CWE-284	CWE-434
CWE-119	CWE-77	CWE-119
CWE-16	CWE-89	CWE-16
CWE-321	CWE-613	CWE-321
CWE-78	CWE-129	CWE-78
CWE-89	CWE-290	CWE-89
CWE-516	CWE-330	CWE-330
CWE-125	CWE-79	CWE-125
CWE-20	CWE-601	CWE-20
CWE-338	CWE-918	CWE-338
CWE-80	CWE-644	CWE-80
CWE-601	CWE-73	CWE-73
CWE-918	CWE-307	CWE-918
CWE-93	CWE-200	CWE-93
CWE-23	CWE-457	CWE-23
CWE-307	CWE-79	CWE-307
CWE-532	CWE-20	CWE-532
CWE-829	CWE-94	CWE-829
CWE-79	CWE-1321	CWE-79
CWE-20	CWE-840	CWE-840
CWE-20	CWE-94	CWE-94
CWE-20	CWE-1321	CWE-20
CWE-NotFound	CWE-89	CWE-NotFound
CWE-89	CWE-79	CWE-89
CWE-659	CWE-79	CWE-659
CWE-89	CWE-22	CWE-22
CWE-79	CWE-89	CWE-79
CWE-89	CWE-79	CWE-89
CWE-22	CWE-400	CWE-22
CWE-89	CWE-129	CWE-89
CWE-80	CWE-125	CWE-80
CWE-440	CWE-703	CWE-440
CWE-126	CWE-400	CWE-400
CWE-126	CWE-918	CWE-918
CWE-120	CWE-89	CWE-120
CWE-20	CWE-89	CWE-20
CWE-918	CWE-73	CWE-918
CWE-89	CWE-94	CWE-94
CWE-89	CWE-89	CWE-89
CWE-22	CWE-15	CWE-22
CWE-800	CWE-755	CWE-800
CWE-89	CWE-754	CWE-89
CWE-352	CWE-755	CWE-755
CWE-401	CWE-284	CWE-284
CWE-295	CWE-20	CWE-20
CWE-400	CWE-787	CWE-787
CWE-285	CWE-703	CWE-703
CWE-20	CWE-787	CWE-20
CWE-120	CWE-1286	CWE-120
CWE-20	CWE-787	CWE-20
CWE-120	CWE-668	CWE-120
CWE-20	CWE-1286	CWE-1286
CWE-122	CWE-401	CWE-122
CWE-269	CWE-76	CWE-269
CWE-20	CWE-362	CWE-362
CWE-416	CWE-476	CWE-416
CWE-400	CWE-754	CWE-400
CWE-362	CWE-770	CWE-362
CWE-476	CWE-668	CWE-476
CWE-835	CWE-415	CWE-835
CWE-400	CWE-447	CWE-400
CWE-681	CWE-401	CWE-401
CWE-406	CWE-798	CWE-406
CWE-685	CWE-755	CWE-685
CWE-772	CWE-401	CWE-772
CWE-259	CWE-228	CWE-259
CWE-400	CWE-401	CWE-401
CWE-400	CWE-754	CWE-400
CWE-703	CWE-276	CWE-703
CWE-401	CWE-1286	CWE-401
CWE-835	CWE-459	CWE-835
CWE-271	CWE-788	CWE-788
CWE-20	CWE-306	CWE-20
CWE-400	CWE-78	CWE-400
CWE-119	CWE-79	CWE-119
CWE-306	CWE-269	CWE-269
CWE-78	CWE-74	CWE-78
CWE-79	CWE-200	CWE-79
CWE-269	CWE-20	CWE-269
CWE-94	CWE-668	CWE-94
CWE-88	CWE-79	CWE-88
CWE-94	CWE-79	CWE-94
CWE-937	CWE-703	CWE-937
CWE-80	CWE-862	CWE-80
CWE-80	CWE-190	CWE-190
CWE-20	CWE-287	CWE-287
CWE-285	CWE-22	CWE-285
CWE-190	CWE-770	CWE-190
CWE-93	CWE-79	CWE-93
CWE-22	CWE-79	CWE-22
CWE-116	CWE-287	CWE-287
CWE-80	CWE-125	CWE-80
CWE-79	CWE-125	CWE-79
CWE-269	CWE-601	CWE-269
CWE-125	CWE-918	CWE-125
CWE-125	CWE-94	CWE-125
CWE-601	CWE-284	CWE-601
CWE-918	CWE-74	CWE-918
CWE-20	CWE-190	CWE-20
CWE-200	CWE-444	CWE-200
CWE-133	CWE-274	CWE-133
CWE-190	CWE-94	CWE-190
CWE-400	CWE-94	CWE-400
CWE-209	CWE-400	CWE-209
CWE-78	CWE-307	CWE-78
CWE-788	CWE-284	CWE-284
CWE-400	CWE-287	CWE-400
CWE-284	CWE-770	CWE-284
CWE-306	CWE-787	CWE-306
CWE-287	CWE-307	CWE-287
CWE-20	CWE-77	CWE-20
CWE-625	CWE-476	CWE-625
CWE-119	CWE-284	CWE-284
CWE-78	CWE-284	CWE-284
CWE-476	CWE-284	CWE-476
CWE-284	CWE-532	CWE-284
CWE-291	CWE-347	CWE-291
CWE-273	CWE-327	CWE-273
CWE-522	CWE-203	CWE-522
CWE-347	CWE-94	CWE-347
CWE-347	CWE-94	CWE-94
CWE-522	CWE-94	CWE-522
CWE-93	CWE-89	CWE-93
CWE-264	CWE-98	CWE-264
CWE-20	CWE-79	CWE-79
CWE-89	CWE-613	CWE-89
CWE-22	CWE-601	CWE-22
CWE-79	CWE-79	CWE-79
CWE-833	CWE-79	CWE-833
CWE-918	CWE-79	CWE-79
CWE-20	CWE-79	CWE-20
CWE-20	CWE-601	CWE-20
CWE-116	CWE-79	CWE-116
CWE-79	CWE-79	CWE-79
CWE-601	CWE-79	CWE-601
CWE-20	CWE-79	CWE-20
CWE-80	CWE-209	CWE-80
CWE-80	CWE-601	CWE-80
CWE-80	CWE-863	CWE-80
CWE-532	CWE-285	CWE-532
CWE-426	CWE-94	CWE-426
CWE-284	CWE-79	CWE-284
CWE-284	CWE-284	CWE-284
CWE-78	CWE-284	CWE-78
CWE-80	CWE-20	CWE-80
CWE-284	CWE-79	CWE-284
CWE-284	CWE-79	CWE-79
CWE-20	CWE-290	CWE-290
CWE-80	CWE-89	CWE-80
CWE-78	CWE-862	CWE-78
CWE-422	CWE-352	CWE-422
CWE-89	CWE-79	CWE-89
CWE-285	CWE-862	CWE-285
CWE-352	CWE-352	CWE-352
CWE-94	CWE-916	CWE-94
CWE-285	CWE-78	CWE-285
CWE-352	CWE-78	CWE-352
CWE-328	CWE-639	CWE-328
CWE-80	CWE-285	CWE-285
CWE-78	CWE-787	CWE-78
CWE-285	CWE-476	CWE-285
CWE-285	CWE-798	CWE-285
CWE-120	CWE-611	CWE-120
CWE-400	CWE-284	CWE-400
CWE-269	CWE-1021	CWE-269
CWE-611	CWE-770	CWE-611
CWE-732	CWE-427	CWE-732
CWE-287	CWE-78	CWE-287
CWE-400	CWE-427	CWE-427
CWE-426	CWE-89	CWE-426
CWE-78	CWE-427	CWE-78
CWE-23	CWE-787	CWE-23
CWE-89	CWE-29	CWE-89
CWE-428	CWE-787	CWE-428
CWE-120	CWE-78	CWE-120
CWE-22	CWE-489	CWE-22
CWE-121	CWE-427	CWE-121
CWE-78	CWE-772	CWE-78
CWE-264	CWE-20	CWE-264
CWE-428	CWE-89	CWE-428
CWE-398	CWE-367	CWE-398
CWE-92	CWE-200	CWE-92
CWE-89	CWE-601	CWE-89
CWE-362	CWE-122	CWE-362
CWE-79	CWE-611	CWE-79
CWE-79	CWE-200	CWE-200
CWE-476	CWE-122	CWE-476
CWE-611	CWE-416	CWE-611
CWE-426	CWE-284	CWE-284
CWE-122	CWE-92	CWE-122
CWE-416	CWE-190	CWE-416
CWE-284	CWE-668	CWE-284
CWE-862	CWE-427	CWE-862
CWE-190	CWE-522	CWE-190
CWE-284	CWE-281	CWE-284
CWE-427	CWE-427	CWE-427
CWE-322	CWE-346	CWE-322
CWE-327	CWE-78	CWE-327
CWE-22	CWE-1264	CWE-22
CWE-611	CWE-190	CWE-611
CWE-78	CWE-922	CWE-78
CWE-248	CWE-489	CWE-248
CWE-122	CWE-284	CWE-284
CWE-325	CWE-427	CWE-325
CWE-78	CWE-94	CWE-78
CWE-284	CWE-78	CWE-284
CWE-22	CWE-843	CWE-22
CWE-116	CWE-732	CWE-732
CWE-78	CWE-190	CWE-78
CWE-390	CWE-427	CWE-390
CWE-268	CWE-74	CWE-268
CWE-121	CWE-787	CWE-121
CWE-NotFound	CWE-276	CWE-NotFound
CWE-74	CWE-427	CWE-74
CWE-120	CWE-427	CWE-120
CWE-271	CWE-190	CWE-271
CWE-428	CWE-306	CWE-306
CWE-427	CWE-284	CWE-427
CWE-126	CWE-466	CWE-126
CWE-268	CWE-190	CWE-268
CWE-285	CWE-22	CWE-285
CWE-399	CWE-416	CWE-416
CWE-120	CWE-427	CWE-427
CWE-1185	CWE-427	CWE-1185
CWE-416	CWE-20	CWE-416
CWE-437	CWE-86	CWE-437
CWE-437	CWE-209	CWE-437
CWE-20	CWE-522	CWE-20
CWE-76	CWE-73	CWE-76
CWE-20	CWE-565	CWE-20
CWE-257	CWE-770	CWE-257
CWE-677	CWE-79	CWE-79
CWE-284	CWE-122	CWE-284
CWE-770	CWE-122	CWE-122
CWE-80	CWE-77	CWE-77
CWE-119	CWE-918	CWE-918
CWE-122	CWE-787	CWE-122
CWE-78	CWE-287	CWE-287
CWE-918	CWE-74	CWE-918
CWE-119	CWE-89	CWE-89
CWE-285	CWE-200	CWE-285
CWE-89	CWE-190	CWE-89
CWE-89	CWE-755	CWE-89
CWE-663	CWE-79	CWE-79
CWE-190	CWE-407	CWE-407
CWE-20	CWE-284	CWE-284
CWE-439	CWE-79	CWE-439
CWE-400	CWE-79	CWE-400
CWE-276	CWE-787	CWE-276
CWE-80	CWE-122	CWE-80
CWE-80	CWE-400	CWE-80
CWE-787	CWE-732	CWE-787
CWE-120	CWE-119	CWE-119
CWE-284	CWE-347	CWE-284
CWE-306	CWE-416	CWE-416
CWE-400	CWE-824	CWE-400
CWE-306	CWE-125	CWE-306
CWE-400	CWE-94	CWE-400
CWE-824	CWE-352	CWE-352
CWE-119	CWE-259	CWE-119
CWE-78	CWE-787	CWE-787
CWE-93	CWE-787	CWE-93
CWE-259	CWE-248	CWE-259
CWE-758	CWE-79	CWE-758
CWE-16	CWE-269	CWE-16
CWE-400	CWE-285	CWE-400
CWE-79	CWE-269	CWE-79
CWE-306	CWE-20	CWE-306
CWE-272	CWE-259	CWE-272
CWE-269	CWE-200	CWE-269
CWE-400	CWE-125	CWE-400
CWE-259	CWE-269	CWE-259
CWE-426	CWE-787	CWE-426
CWE-787	CWE-20	CWE-787
CWE-787	CWE-732	CWE-787
CWE-120	CWE-284	CWE-284
CWE-20	CWE-476	CWE-20
CWE-269	CWE-611	CWE-269
CWE-94	CWE-20	CWE-94
CWE-400	CWE-120	CWE-400
CWE-611	CWE-476	CWE-611
CWE-20	CWE-125	CWE-20
CWE-122	CWE-119	CWE-122
CWE-269	CWE-648	CWE-269
CWE-NotFound	CWE-476	CWE-NotFound
CWE-16	CWE-912	CWE-16
CWE-285	CWE-538	CWE-285
CWE-476	CWE-362	CWE-476
CWE-248	CWE-79	CWE-248
CWE-284	CWE-668	CWE-284
CWE-345	CWE-22	CWE-345
CWE-80	CWE-190	CWE-190
CWE-434	CWE-476	CWE-476
CWE-22	CWE-787	CWE-787
CWE-190	CWE-89	CWE-190
CWE-476	CWE-918	CWE-918
CWE-401	CWE-77	CWE-401
CWE-89	CWE-346	CWE-346
CWE-918	CWE-1051	CWE-918
CWE-119	CWE-79	CWE-119
CWE-264	CWE-280	CWE-280
CWE-327	CWE-280	CWE-327
CWE-94	CWE-24	CWE-94
CWE-788	CWE-119	CWE-119
CWE-327	CWE-644	CWE-327
CWE-22	CWE-548	CWE-548
CWE-20	CWE-312	CWE-20
CWE-119	CWE-787	CWE-119
CWE-915	CWE-787	CWE-915
CWE-522	CWE-416	CWE-522
CWE-120	CWE-94	CWE-120
CWE-120	CWE-400	CWE-120
CWE-401	CWE-290	CWE-401
CWE-000	CWE-77	CWE-000
CWE-20	CWE-20	CWE-20
CWE-534	CWE-22	CWE-22
CWE-78	CWE-415	CWE-78
CWE-20	CWE-416	CWE-20
CWE-172	CWE-476	CWE-172
CWE-400	CWE-122	CWE-400
CWE-762	CWE-787	CWE-762
CWE-476	CWE-787	CWE-476
CWE-120	CWE-269	CWE-120
CWE-119	CWE-77	CWE-119
CWE-119	CWE-89	CWE-89
CWE-269	CWE-79	CWE-79
CWE-78	CWE-601	CWE-78
CWE-89	CWE-79	CWE-79
CWE-79	CWE-122	CWE-122
CWE-601	CWE-20	CWE-20
CWE-20	CWE-497	CWE-20
CWE-190	CWE-497	CWE-190
CWE-89	CWE-79	CWE-89
CWE-200	CWE-94	CWE-200
CWE-200	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-78	CWE-287	CWE-78
CWE-80	CWE-79	CWE-80
CWE-89	CWE-94	CWE-94
CWE-522	CWE-78	CWE-78
CWE-79	CWE-863	CWE-79
CWE-264	CWE-918	CWE-264
CWE-89	CWE-434	CWE-89
CWE-252	CWE-352	CWE-252
CWE-918	CWE-79	CWE-918
CWE-434	CWE-532	CWE-434
CWE-352	CWE-290	CWE-352
CWE-80	CWE-129	CWE-80
CWE-532	CWE-352	CWE-532
CWE-306	CWE-200	CWE-306
CWE-628	CWE-79	CWE-628
CWE-601	CWE-352	CWE-601
CWE-312	CWE-94	CWE-312
CWE-80	CWE-269	CWE-80
CWE-352	CWE-79	CWE-352
CWE-94	CWE-89	CWE-94
CWE-269	CWE-79	CWE-79
CWE-668	CWE-79	CWE-668
CWE-89	CWE-79	CWE-89
CWE-80	CWE-862	CWE-80
CWE-79	CWE-434	CWE-79
CWE-80	CWE-79	CWE-79
CWE-285	CWE-200	CWE-285
CWE-434	CWE-352	CWE-352
CWE-80	CWE-862	CWE-80
CWE-533	CWE-269	CWE-533
CWE-352	CWE-79	CWE-352
CWE-285	CWE-79	CWE-285
CWE-264	CWE-79	CWE-264
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-770	CWE-79
CWE-80	CWE-20	CWE-80
CWE-80	CWE-427	CWE-427
CWE-125	CWE-79	CWE-125
CWE-400	CWE-94	CWE-400
CWE-22	CWE-284	CWE-22
CWE-79	CWE-281	CWE-79
CWE-78	CWE-73	CWE-78
CWE-284	CWE-302	CWE-284
CWE-306	CWE-416	CWE-306
CWE-426	CWE-129	CWE-426
CWE-89	CWE-88	CWE-89
CWE-722	CWE-565	CWE-722
CWE-762	CWE-284	CWE-762
CWE-400	CWE-770	CWE-400
CWE-269	CWE-426	CWE-269
CWE-119	CWE-79	CWE-119
CWE-400	CWE-327	CWE-327
CWE-426	CWE-922	CWE-922
CWE-80	CWE-215	CWE-215
CWE-521	CWE-79	CWE-521
CWE-22	CWE-89	CWE-22
CWE-342	CWE-77	CWE-342
CWE-80	CWE-77	CWE-80
CWE-20	CWE-79	CWE-20
CWE-22	CWE-200	CWE-22
CWE-20	CWE-400	CWE-20
CWE-80	CWE-284	CWE-80
CWE-276	CWE-918	CWE-276
CWE-400	CWE-22	CWE-400
CWE-352	CWE-918	CWE-352
CWE-918	CWE-287	CWE-918
CWE-22	CWE-1188	CWE-22
CWE-918	CWE-863	CWE-863
CWE-287	CWE-284	CWE-287
CWE-200	CWE-434	CWE-434
CWE-617	CWE-190	CWE-190
CWE-285	CWE-306	CWE-285
CWE-22	CWE-79	CWE-22
CWE-119	CWE-89	CWE-89
CWE-285	CWE-78	CWE-78
CWE-94	CWE-78	CWE-78
CWE-89	CWE-78	CWE-89
CWE-78	CWE-78	CWE-78
CWE-78	CWE-22	CWE-22
CWE-78	CWE-78	CWE-78
CWE-78	CWE-78	CWE-78
CWE-22	CWE-116	CWE-22
CWE-78	CWE-185	CWE-78
CWE-78	CWE-79	CWE-78
CWE-345	CWE-284	CWE-345
CWE-927	CWE-732	CWE-927
CWE-80	CWE-269	CWE-80
CWE-242	CWE-79	CWE-242
CWE-22	CWE-269	CWE-269
CWE-269	CWE-22	CWE-22
CWE-80	CWE-552	CWE-80
CWE-306	CWE-79	CWE-79
CWE-22	CWE-601	CWE-22
CWE-427	CWE-287	CWE-427
CWE-80	CWE-77	CWE-80
CWE-601	CWE-287	CWE-601
CWE-306	CWE-384	CWE-306
CWE-76	CWE-601	CWE-601
CWE-306	CWE-566	CWE-306
CWE-264	CWE-434	CWE-434
CWE-601	CWE-200	CWE-601
CWE-89	CWE-22	CWE-89
CWE-NotFound	CWE-20	CWE-NotFound
CWE-532	CWE-94	CWE-532
CWE-22	CWE-269	CWE-22
CWE-476	CWE-444	CWE-476
CWE-269	CWE-269	CWE-269
CWE-276	CWE-89	CWE-276
CWE-20	CWE-79	CWE-20
CWE-275	CWE-89	CWE-275
CWE-89	CWE-502	CWE-89
CWE-80	CWE-352	CWE-80
CWE-89	CWE-79	CWE-89
CWE-502	CWE-352	CWE-502
CWE-352	CWE-79	CWE-352
CWE-80	CWE-79	CWE-80
CWE-79	CWE-502	CWE-79
CWE-80	CWE-352	CWE-80
CWE-80	CWE-352	CWE-80
CWE-502	CWE-79	CWE-502
CWE-93	CWE-79	CWE-93
CWE-352	CWE-200	CWE-352
CWE-80	CWE-79	CWE-79
CWE-80	CWE-862	CWE-80
CWE-494	CWE-79	CWE-494
CWE-80	CWE-862	CWE-80
CWE-285	CWE-79	CWE-285
CWE-80	CWE-79	CWE-80
CWE-285	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79
CWE-80	CWE-352	CWE-80
CWE-522	CWE-639	CWE-522
CWE-80	CWE-79	CWE-80
CWE-352	CWE-79	CWE-79
CWE-862	CWE-601	CWE-862
CWE-80	CWE-502	CWE-502
CWE-80	CWE-79	CWE-79
CWE-601	CWE-79	CWE-601
CWE-476	CWE-522	CWE-476
CWE-80	CWE-798	CWE-80
CWE-80	CWE-307	CWE-80
CWE-259	CWE-384	CWE-259
CWE-312	CWE-74	CWE-312
CWE-295	CWE-502	CWE-295
CWE-798	CWE-306	CWE-798
CWE-94	CWE-22	CWE-94
CWE-502	CWE-918	CWE-502
CWE-306	CWE-352	CWE-306
CWE-22	CWE-200	CWE-22
CWE-918	CWE-400	CWE-918
CWE-352	CWE-525	CWE-525
CWE-558	CWE-732	CWE-558
CWE-400	CWE-532	CWE-400
CWE-287	CWE-532	CWE-287
CWE-306	CWE-532	CWE-306
CWE-532	CWE-20	CWE-532
CWE-522	CWE-532	CWE-532
CWE-532	CWE-79	CWE-79
CWE-20	CWE-525	CWE-525
CWE-522	CWE-522	CWE-522
CWE-79	CWE-264	CWE-79
CWE-340	CWE-352	CWE-340
CWE-522	CWE-532	CWE-532
CWE-331	CWE-770	CWE-770
CWE-352	CWE-611	CWE-352
CWE-532	CWE-521	CWE-532
CWE-400	CWE-117	CWE-400
CWE-611	CWE-79	CWE-79
CWE-331	CWE-613	CWE-331
CWE-522	CWE-79	CWE-522
CWE-79	CWE-208	CWE-79
CWE-862	CWE-20	CWE-20
CWE-80	CWE-327	CWE-80
CWE-310	CWE-78	CWE-310
CWE-400	CWE-502	CWE-400
CWE-327	CWE-79	CWE-327
CWE-78	CWE-78	CWE-78
CWE-20	CWE-119	CWE-20
CWE-96	CWE-22	CWE-96
CWE-78	CWE-427	CWE-78
CWE-119	CWE-611	CWE-119
CWE-284	CWE-20	CWE-284
CWE-94	CWE-772	CWE-94
CWE-93	CWE-125	CWE-93
CWE-20	CWE-276	CWE-20
CWE-772	CWE-362	CWE-772
CWE-119	CWE-642	CWE-119
CWE-369	CWE-285	CWE-285
CWE-675	CWE-613	CWE-675
CWE-642	CWE-20	CWE-642
CWE-316	CWE-119	CWE-316
CWE-377	CWE-434	CWE-377
CWE-20	CWE-287	CWE-20
CWE-119	CWE-287	CWE-119
CWE-788	CWE-190	CWE-788
CWE-287	CWE-79	CWE-79
CWE-284	CWE-22	CWE-22
CWE-120	CWE-601	CWE-120
CWE-80	CWE-281	CWE-80
CWE-22	CWE-281	CWE-22
CWE-345	CWE-613	CWE-345
CWE-248	CWE-281	CWE-248
CWE-284	CWE-281	CWE-284
CWE-287	CWE-89	CWE-287
CWE-189	CWE-284	CWE-189
CWE-426	CWE-918	CWE-426
CWE-089	CWE-276	CWE-089
CWE-284	CWE-426	CWE-426
CWE-20	CWE-79	CWE-20
CWE-264	CWE-863	CWE-863
CWE-22	CWE-79	CWE-79
CWE-80	CWE-22	CWE-22
CWE-285	CWE-352	CWE-285
CWE-94	CWE-79	CWE-94
CWE-362	CWE-79	CWE-362
CWE-352	CWE-787	CWE-352
CWE-80	CWE-79	CWE-80
CWE-80	CWE-200	CWE-200
CWE-787	CWE-754	CWE-754
CWE-352	CWE-78	CWE-352
CWE-NotFound	CWE-352	CWE-NotFound
CWE-22	CWE-307	CWE-22
CWE-78	CWE-434	CWE-434
CWE-4	CWE-276	CWE-4
CWE-221	CWE-20	CWE-221
CWE-78	CWE-78	CWE-78
CWE-243	CWE-276	CWE-243
CWE-20	CWE-522	CWE-20
CWE-263	CWE-538	CWE-263
CWE-248	CWE-200	CWE-248
CWE-259	CWE-428	CWE-428
CWE-798	CWE-352	CWE-352
CWE-269	CWE-639	CWE-639
CWE-269	CWE-287	CWE-269
CWE-78	CWE-532	CWE-78
CWE-264	CWE-287	CWE-264
CWE-287	CWE-1321	CWE-287
CWE-532	CWE-79	CWE-532
CWE-287	CWE-78	CWE-287
CWE-682	CWE-787	CWE-682
CWE-80	CWE-306	CWE-80
CWE-78	CWE-79	CWE-78
CWE-118	CWE-427	CWE-427
CWE-306	CWE-264	CWE-306
CWE-80	CWE-122	CWE-80
CWE-22	CWE-640	CWE-640
CWE-269	CWE-451	CWE-269
CWE-120	CWE-290	CWE-120
CWE-287	CWE-327	CWE-327
CWE-908	CWE-284	CWE-908
CWE-295	CWE-502	CWE-295
CWE-327	CWE-327	CWE-327
CWE-284	CWE-532	CWE-284
CWE-502	CWE-79	CWE-502
CWE-327	CWE-120	CWE-327
CWE-522	CWE-330	CWE-522
